date,precipitation_inches
2016-07-19,0.052092086523771286
2016-07-20,0.003850426059216261
2016-07-21,0.004013355355709791
2016-07-22,0.009164632298052311
2016-07-23,0.23707127571105957
2016-07-24,0.05204294994473457
2016-07-25,0.003727471688762307
2016-07-26,0.029942912980914116
2016-07-27,0.24591279029846191
2016-07-28,0.10824529826641083
2016-07-29,0.17440834641456604
2016-07-30,0.026357106864452362
2016-07-31,0.14521975815296173
2016-08-01,0.17316550016403198
2016-08-02,0.06132133677601814
2016-08-03,0.0833909809589386
2016-08-04,0.1317739635705948
2016-08-05,0.012422916479408741
2016-08-06,0.0004992684698663652
2016-08-07,0.007198854349553585
2016-08-08,0.02989889681339264
2016-08-09,0.08406540006399155
2016-08-10,0.213240846991539
2016-08-11,0.42440280318260193
2016-08-12,0.36523622274398804
2016-08-13,0.037369389086961746
2016-08-14,0.006206719670444727
2016-08-15,0.311140775680542
2016-08-16,0.035364359617233276
2016-08-17,0.02141488902270794
2016-08-18,0.026802459731698036
2016-08-19,0.2681436836719513
2016-08-20,0.19079913198947906
2016-08-21,0.02040422149002552
2016-08-22,0.0002770346764009446
2016-08-23,0.00030881480779498816
2016-08-24,0.009209882467985153
2016-08-25,0.019738296046853065
2016-08-26,0.08145366609096527
2016-08-27,0.16754041612148285
2016-08-28,0.019466158002614975
2016-08-29,0.0047599817626178265
2016-08-30,0.011996828950941563
2016-08-31,0.0361005999147892
2016-09-01,0.017587145790457726
2016-09-02,0.0036582150496542454
2016-09-03,0.0002900026738643646
2016-09-04,0.06050087511539459
2016-09-05,0.6096053719520569
2016-09-06,0.18107005953788757
2016-09-07,0.07231924682855606
2016-09-08,0.06036912277340889
2016-09-09,0.08364201337099075
2016-09-10,0.03047792986035347
2016-09-11,0.0
2016-09-12,0.002246619900688529
2016-09-13,0.01797516830265522
2016-09-14,0.010937172919511795
2016-09-15,0.12464426457881927
2016-09-16,0.33182215690612793
2016-09-17,0.01181778870522976
2016-09-18,0.0004023621149826795
2016-09-19,0.00884826760739088
2016-09-20,0.009988117963075638
2016-09-21,0.0040295603685081005
2016-09-22,0.00736119644716382
2016-09-23,0.061005279421806335
2016-09-24,0.24231234192848206
2016-09-25,0.06536708027124405
2016-09-26,7.615322101628408e-05
2016-09-27,2.2517750039696693e-05
2016-09-28,0.0
2016-09-29,0.0
2016-09-30,7.376445864792913e-05
2016-10-01,0.0007642329437658191
2016-10-02,0.004746933002024889
2016-10-03,0.0322783887386322
2016-10-04,0.32985225319862366
2016-10-05,0.25648394227027893
2016-10-06,0.00764740165323019
2016-10-07,0.14243941009044647
2016-10-08,0.0004360112361609936
2016-10-09,0.0009478049469180405
2016-10-10,8.328447438543662e-05
2016-10-11,0.0006996635929681361
2016-10-12,0.010938376188278198
2016-10-13,0.000837355328258127
2016-10-14,0.0
2016-10-15,0.00010930132702924311
2016-10-16,0.00559170451015234
2016-10-17,0.00852881371974945
2016-10-18,0.0794510617852211
2016-10-19,0.004676969721913338
2016-10-20,0.08646904677152634
2016-10-21,0.0011172533268108964
2016-10-22,8.172349043888971e-05
2016-10-23,0.00236706854775548
2016-10-24,0.0
2016-10-25,0.021175825968384743
2016-10-26,0.14989334344863892
2016-10-27,0.002323748543858528
2016-10-28,0.001548770465888083
2016-10-29,0.05708988383412361
2016-10-30,0.08757282048463821
2016-10-31,0.001703142188489437
2016-11-01,3.439559804974124e-05
2016-11-02,0.0030252919532358646
2016-11-03,0.000838219653815031
2016-11-04,7.409905811073259e-05
2016-11-05,0.0
2016-11-06,0.0
2016-11-07,0.0003950404061470181
2016-11-08,0.004720696713775396
2016-11-09,0.0
2016-11-10,0.0
2016-11-11,0.0
2016-11-12,0.0
2016-11-13,0.0
2016-11-14,0.0
2016-11-15,0.0019365993794053793
2016-11-16,0.0
2016-11-17,0.006368997972458601
2016-11-18,0.19990594685077667
2016-11-19,0.04430481418967247
2016-11-20,0.002424095058813691
2016-11-21,0.0018075741827487946
2016-11-22,0.024785635992884636
2016-11-23,0.0402284637093544
2016-11-24,0.00691034272313118
2016-11-25,0.014671655371785164
2016-11-26,0.0007421491900458932
2016-11-27,0.008458234369754791
2016-11-28,0.30612990260124207
2016-11-29,0.13427306711673737
2016-11-30,0.10823433101177216
2016-12-01,0.012620215304195881
2016-12-02,0.001797740813344717
2016-12-03,0.00024576528812758625
2016-12-04,0.004251386970281601
2016-12-05,0.011265699751675129
2016-12-06,0.029129354283213615
2016-12-07,0.012182691134512424
2016-12-08,0.005547129083424807
2016-12-09,0.004813129082322121
2016-12-10,0.03420926630496979
2016-12-11,0.11071967333555222
2016-12-12,0.009543683379888535
2016-12-13,0.00480870483443141
2016-12-14,0.00020916707580909133
2016-12-15,0.009709802456200123
2016-12-16,0.05384661629796028
2016-12-17,0.2691768705844879
2016-12-18,0.0018112597754225135
2016-12-19,0.0024538347497582436
2016-12-20,0.0
2016-12-21,0.0004327325150370598
2016-12-22,0.0
2016-12-23,0.0
2016-12-24,0.002883234294131398
2016-12-25,0.0878816694021225
2016-12-26,0.6321682929992676
2016-12-27,0.013222038745880127
2016-12-28,0.0
2016-12-29,0.011954290792346
2016-12-30,0.0
2016-12-31,0.00046665407717227936
2017-01-01,0.0008383655804209411
2017-01-02,0.04843485355377197
2017-01-03,0.06662538647651672
2017-01-04,0.0003256381896790117
2017-01-05,0.0026213598903268576
2017-01-06,0.0004933279706165195
2017-01-07,0.0006903656758368015
2017-01-08,0.0009254820179194212
2017-01-09,0.02027301862835884
2017-01-10,0.055278465151786804
2017-01-11,0.04796219989657402
2017-01-12,0.009768364019691944
2017-01-13,0.006190139334648848
2017-01-14,0.00035169924376532435
2017-01-15,0.0
2017-01-16,0.0007105391705408692
2017-01-17,0.0035947496071457863
2017-01-18,6.4033483795356e-05
2017-01-19,0.0
2017-01-20,0.001137453131377697
2017-01-21,0.004876568913459778
2017-01-22,0.001697881380096078
2017-01-23,6.334354839054868e-05
2017-01-24,0.026484625414013863
2017-01-25,0.30868470668792725
2017-01-26,0.025588998571038246
2017-01-27,0.0014106211019679904
2017-01-28,0.0016246299492195249
2017-01-29,0.0017179527785629034
2017-01-30,0.0
2017-01-31,0.0015935576520860195
2017-02-01,0.02832769975066185
2017-02-02,0.0074920873157680035
2017-02-03,0.016505196690559387
2017-02-04,0.00042795666377060115
2017-02-05,0.0024671105202287436
2017-02-06,0.0001404561917297542
2017-02-07,0.007670885883271694
2017-02-08,0.06013433635234833
2017-02-09,0.0011749527184292674
2017-02-10,0.0
2017-02-11,0.0032834771554917097
2017-02-12,0.03556940704584122
2017-02-13,6.15168537478894e-05
2017-02-14,0.0
2017-02-15,0.0
2017-02-16,0.0
2017-02-17,0.0004981849924661219
2017-02-18,0.0
2017-02-19,0.0016000770265236497
2017-02-20,0.018354030326008797
2017-02-21,0.01336582936346531
2017-02-22,0.016354570165276527
2017-02-23,0.01842416077852249
2017-02-24,0.09522376954555511
2017-02-25,0.003589688101783395
2017-02-26,0.0023515578359365463
2017-02-27,0.002685217885300517
2017-02-28,0.03212952986359596
2017-03-01,0.024918466806411743
2017-03-02,0.00558092538267374
2017-03-03,0.0011683705961331725
2017-03-04,0.0016616135835647583
2017-03-05,0.0004708846390713006
2017-03-06,7.825149805285037e-05
2017-03-07,0.005906302947551012
2017-03-08,0.0008940682164393365
2017-03-09,0.017061442136764526
2017-03-10,0.020347442477941513
2017-03-11,0.029267627745866776
2017-03-12,0.03879394382238388
2017-03-13,0.1355367749929428
2017-03-14,0.026508931070566177
2017-03-15,0.0034233720507472754
2017-03-16,0.0
2017-03-17,0.004057286307215691
2017-03-18,0.0
2017-03-19,0.0
2017-03-20,0.009580738842487335
2017-03-21,0.04098120704293251
2017-03-22,0.0149931525811553
2017-03-23,0.006719954311847687
2017-03-24,0.05799631029367447
2017-03-25,0.0007140267407521605
2017-03-26,0.009711407124996185
2017-03-27,0.013037617318332195
2017-03-28,0.045112244784832
2017-03-29,0.12073373794555664
2017-03-30,0.007647288963198662
2017-03-31,0.003224326064810157
2017-04-01,0.01647024229168892
2017-04-02,0.0046402933076024055
2017-04-03,0.050731588155031204
2017-04-04,0.13073697686195374
2017-04-05,0.00950006116181612
2017-04-06,0.02355155162513256
2017-04-07,0.00018593047570902854
2017-04-08,0.0024053535889834166
2017-04-09,0.06988868117332458
2017-04-10,0.46504446864128113
2017-04-11,0.06488623470067978
2017-04-12,0.0034092972055077553
2017-04-13,0.01154016237705946
2017-04-14,0.004723259247839451
2017-04-15,0.06340744346380234
2017-04-16,0.04748533293604851
2017-04-17,0.010435621254146099
2017-04-18,0.20265339314937592
2017-04-19,0.18756355345249176
2017-04-20,0.375572144985199
2017-04-21,0.008029661141335964
2017-04-22,0.0016100677894428372
2017-04-23,0.0006669486174359918
2017-04-24,0.013693859800696373
2017-04-25,0.04570284113287926
2017-04-26,0.09749642759561539
2017-04-27,0.009135253727436066
2017-04-28,0.03689960017800331
2017-04-29,0.006390841212123632
2017-04-30,0.013031667098402977
2017-05-01,0.23253637552261353
2017-05-02,0.027184952050447464
2017-05-03,0.02149580791592598
2017-05-04,0.016673652455210686
2017-05-05,0.00035435956669971347
2017-05-06,0.00016719642735552043
2017-05-07,8.166686166077852e-05
2017-05-08,0.011834059841930866
2017-05-09,0.014769325032830238
2017-05-10,0.14137931168079376
2017-05-11,0.026265548542141914
2017-05-12,8.312529826071113e-05
2017-05-13,0.0020582156721502542
2017-05-14,0.055187683552503586
2017-05-15,0.1914140284061432
2017-05-16,0.3414498269557953
2017-05-17,0.18087570369243622
2017-05-18,0.3546683192253113
2017-05-19,0.08209574222564697
2017-05-20,0.1154615506529808
2017-05-21,0.20887674391269684
2017-05-22,0.04541464522480965
2017-05-23,0.08387710899114609
2017-05-24,0.01849108748137951
2017-05-25,0.01004060823470354
2017-05-26,0.007140877656638622
2017-05-27,0.04610762000083923
2017-05-28,0.0159531868994236
2017-05-29,0.03368869051337242
2017-05-30,0.003457938088104129
2017-05-31,0.0036945180036127567
2017-06-01,5.2775889344047755e-05
2017-06-02,0.010774461552500725
2017-06-03,0.07048601657152176
2017-06-04,0.0006203680532053113
2017-06-05,0.008308613672852516
2017-06-06,0.11815091967582703
2017-06-07,0.01907610334455967
2017-06-08,0.002814000239595771
2017-06-09,0.00781844463199377
2017-06-10,0.0023649546783417463
2017-06-11,0.2770436108112335
2017-06-12,0.05432429537177086
2017-06-13,0.6987674832344055
2017-06-14,0.260936975479126
2017-06-15,0.01315393391996622
2017-06-16,0.0022087458055466413
2017-06-17,0.04324343055486679
2017-06-18,0.08698676526546478
2017-06-19,0.025634389370679855
2017-06-20,0.0007173100020736456
2017-06-21,0.06968816369771957
2017-06-22,0.19522763788700104
2017-06-23,0.04751303419470787
2017-06-24,0.0003721610701177269
2017-06-25,0.0012255581095814705
2017-06-26,0.009284190833568573
2017-06-27,0.0008392541203647852
2017-06-28,0.15938207507133484
2017-06-29,0.06240600347518921
2017-06-30,0.1174635961651802
2017-07-01,0.010785221122205257
2017-07-02,0.0013847845839336514
2017-07-03,0.03854706883430481
2017-07-04,0.039336711168289185
2017-07-05,0.023752596229314804
2017-07-06,0.08668825030326843
2017-07-07,0.011787932366132736
2017-07-08,0.02094953879714012
2017-07-09,0.0007771722739562392
2017-07-10,0.005746399983763695
2017-07-11,0.021292174234986305
2017-07-12,0.08766916394233704
2017-07-13,0.030851101502776146
2017-07-14,0.00018996831204276532
2017-07-15,0.004506383556872606
2017-07-16,1.0050608580058906e-05
2017-07-17,0.017435597255825996
2017-07-18,0.2687704265117645
2017-07-19,0.15230965614318848
2017-07-20,0.19261996448040009
2017-07-21,0.24472075700759888
2017-07-22,0.14536601305007935
2017-07-23,0.0015644385712221265
2017-07-24,0.02147856540977955
2017-07-25,0.056137870997190475
2017-07-26,0.2937280237674713
2017-07-27,0.018280453979969025
2017-07-28,0.10876070708036423
2017-07-29,0.05364655703306198
2017-07-30,0.12726496160030365
2017-07-31,0.1212904155254364
2017-08-01,0.023936672136187553
2017-08-02,0.10775655508041382
2017-08-03,0.24401061236858368
2017-08-04,0.012730773538351059
2017-08-05,0.10177187621593475
2017-08-06,0.1787455677986145
2017-08-07,0.097134068608284
2017-08-08,0.007363590877503157
2017-08-09,0.1429539918899536
2017-08-10,0.03960411623120308
2017-08-11,0.006052036304026842
2017-08-12,0.07581935822963715
2017-08-13,0.33343571424484253
2017-08-14,0.14350658655166626
2017-08-15,0.17761659622192383
2017-08-16,0.28525230288505554
2017-08-17,0.34090694785118103
2017-08-18,0.10137637704610825
2017-08-19,0.020853854715824127
2017-08-20,0.016427770256996155
2017-08-21,0.12319479137659073
2017-08-22,0.26086392998695374
2017-08-23,0.000181346942554228
2017-08-24,0.016231628134846687
2017-08-25,0.02605854906141758
2017-08-26,0.39607661962509155
2017-08-27,0.0902462899684906
2017-08-28,0.0008497232338413596
2017-08-29,0.0005940234404988587
2017-08-30,0.00029697833815589547
2017-08-31,0.009900057688355446
2017-09-01,0.053172312676906586
2017-09-02,0.06099267676472664
2017-09-03,0.0002450131287332624
2017-09-04,4.6599565393989906e-05
2017-09-05,0.001353030209429562
2017-09-06,6.94881018716842e-05
2017-09-07,0.00014838131028227508
2017-09-08,0.003298091934993863
2017-09-09,0.04295005276799202
2017-09-10,0.05030345171689987
2017-09-11,0.002049111295491457
2017-09-12,0.0003655550244729966
2017-09-13,0.029543820768594742
2017-09-14,0.029331877827644348
2017-09-15,0.15941746532917023
2017-09-16,0.26380500197410583
2017-09-17,0.04210804030299187
2017-09-18,0.01510198786854744
2017-09-19,0.007717108353972435
2017-09-20,0.1972215473651886
2017-09-21,0.0004281077126506716
2017-09-22,0.012511631473898888
2017-09-23,0.18423064053058624
2017-09-24,1.0355780124664307
2017-09-25,0.26692214608192444
2017-09-26,0.15534216165542603
2017-09-27,0.0020693582482635975
2017-09-28,0.003576722927391529
2017-09-29,5.203120963415131e-05
2017-09-30,0.0050393021665513515
2017-10-01,0.1018834114074707
2017-10-02,0.2716192901134491
2017-10-03,0.325857937335968
2017-10-04,0.003814908443018794
2017-10-05,0.0025281454436481
2017-10-06,0.04351933300495148
2017-10-07,0.10787193477153778
2017-10-08,0.0027889448683708906
2017-10-09,0.020290205255150795
2017-10-10,0.007610077038407326
2017-10-11,4.891286152997054e-05
2017-10-12,2.8593440219992772e-05
2017-10-13,0.0032946753781288862
2017-10-14,0.03959823027253151
2017-10-15,0.29047441482543945
2017-10-16,0.004551384598016739
2017-10-17,8.150319627020508e-05
2017-10-18,0.0
2017-10-19,0.0
2017-10-20,1.3825497262587305e-05
2017-10-21,0.01815362088382244
2017-10-22,0.01478850468993187
2017-10-23,0.013210464268922806
2017-10-24,0.000907217909116298
2017-10-25,1.0050608580058906e-05
2017-10-26,0.0012416084064170718
2017-10-27,0.003148011863231659
2017-10-28,0.00018323154654353857
2017-10-29,0.00472230976447463
2017-10-30,0.013805671595036983
2017-10-31,0.0007057167822495103
2017-11-01,0.02092716097831726
2017-11-02,0.05248619243502617
2017-11-03,0.012244215235114098
2017-11-04,0.026124296709895134
2017-11-05,0.022871844470500946
2017-11-06,0.013449784368276596
2017-11-07,0.020752161741256714
2017-11-08,0.00010700555139919743
2017-11-09,8.287149103125557e-05
2017-11-10,0.0
2017-11-11,0.0
2017-11-12,0.0010159827070310712
2017-11-13,8.942001841205638e-06
2017-11-14,0.0004493207670748234
2017-11-15,0.0018737110076472163
2017-11-16,2.716373637667857e-05
2017-11-17,0.014579212293028831
2017-11-18,0.018886234611272812
2017-11-19,0.00011784816160798073
2017-11-20,0.00016322707233484834
2017-11-21,0.005133338272571564
2017-11-22,0.0003313559864182025
2017-11-23,0.0
2017-11-24,0.0021193423308432102
2017-11-25,0.0028422484174370766
2017-11-26,0.0
2017-11-27,5.886106373509392e-05
2017-11-28,0.0006587356911040843
2017-11-29,0.0
2017-11-30,5.0976344937225804e-05
2017-12-01,4.6384309825953096e-05
2017-12-02,0.0
2017-12-03,0.001561695127747953
2017-12-04,0.035501644015312195
2017-12-05,0.05897602066397667
2017-12-06,0.024139393121004105
2017-12-07,0.0070336502976715565
2017-12-08,0.0
2017-12-09,0.0
2017-12-10,8.572305523557588e-05
2017-12-11,0.0004123062244616449
2017-12-12,0.001852698507718742
2017-12-13,0.004720138851553202
2017-12-14,0.009309565648436546
2017-12-15,0.006729837507009506
2017-12-16,0.000895362754818052
2017-12-17,0.0033927110489457846
2017-12-18,8.996409451356158e-05
2017-12-19,0.0008575000101700425
2017-12-20,1.0112137715623248e-05
2017-12-21,0.033959224820137024
2017-12-22,0.04185866564512253
2017-12-23,0.011422711424529552
2017-12-24,0.002509824698790908
2017-12-25,0.0018419642001390457
2017-12-26,0.003915937151759863
2017-12-27,0.0003850631765089929
2017-12-28,0.00839137937873602
2017-12-29,0.034452054649591446
2017-12-30,0.04908398911356926
2017-12-31,0.042670752853155136
2018-01-01,0.006825651042163372
2018-01-02,0.0011372218141332269
2018-01-03,0.0004911278374493122
2018-01-04,0.00012821749260183424
2018-01-05,0.0005371926818042994
2018-01-06,9.575878357281908e-05
2018-01-07,0.0030110464431345463
2018-01-08,0.0
2018-01-09,0.00042146220221184194
2018-01-10,0.0020190253853797913
2018-01-11,0.03548348695039749
2018-01-12,0.0002707412058953196
2018-01-13,0.004510154481977224
2018-01-14,0.022272741422057152
2018-01-15,0.034246545284986496
2018-01-16,8.048018207773566e-05
2018-01-17,0.0
2018-01-18,0.0
2018-01-19,0.0007221885025501251
2018-01-20,0.010015525855123997
2018-01-21,0.06007770821452141
2018-01-22,0.07821771502494812
2018-01-23,0.020847834646701813
2018-01-24,2.2789554350310937e-05
2018-01-25,4.208344762446359e-05
2018-01-26,0.0007888563559390604
2018-01-27,0.0005334924790076911
2018-01-28,0.012303024530410767
2018-01-29,0.0017093451460823417
2018-01-30,0.000149350002175197
2018-01-31,0.0026196809485554695
2018-02-01,0.0019018453313037753
2018-02-02,9.651689470047131e-05
2018-02-03,0.017973069101572037
2018-02-04,0.059368547052145004
2018-02-05,0.04489384591579437
2018-02-06,0.013341167941689491
2018-02-07,0.0014800645876675844
2018-02-08,0.03594084456562996
2018-02-09,0.16269037127494812
2018-02-10,0.033477772027254105
2018-02-11,0.00413232808932662
2018-02-12,0.005943888798356056
2018-02-13,0.003136211773380637
2018-02-14,0.0
2018-02-15,0.010151448659598827
2018-02-16,0.03785698860883713
2018-02-17,0.00976585503667593
2018-02-18,0.0038831965066492558
2018-02-19,0.07451799511909485
2018-02-20,0.1641063541173935
2018-02-21,0.0014946559676900506
2018-02-22,0.004888584371656179
